C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,bins
6.74311926605504,4.060218978102187,4.5417348608837935,1.7026106696935286,4.77611940298507,8.419958419958412,3.768624014022784,1.8363064008394527,5.769230769230764,7.692307692307686,-0.030000000000000027
8.899082568807332,5.15510948905109,6.382978723404249,3.2917139614074884,6.119402985074621,8.575883575883568,6.1787905346187495,2.6757607555089167,6.923076923076917,8.001768346595926,-0.010000000000000009
8.39449541284403,7.5729927007299205,6.178396072013088,4.76730987514188,6.616915422885567,7.744282744282738,8.501314636283954,4.354669464847845,6.978021978021972,6.808134394341285,0.010000000000000009
6.146788990825682,6.888686131386856,5.36006546644844,5.732122587968213,5.820895522388054,5.561330561330557,6.704645048203325,4.19727177334732,5.494505494505489,4.686118479221923,0.030000000000000027
3.6697247706421985,6.341240875912403,4.378068739770864,5.505107832009076,4.975124378109448,3.066528066528064,6.047326906222606,5.823714585519408,4.340659340659337,2.9177718832891224,0.050000000000000044
2.752293577981649,3.8321167883211644,4.132569558101469,5.221339387060155,3.781094527363181,1.7151767151767137,4.206836108676596,4.721930745015736,3.296703296703294,2.2546419098143216,0.07000000000000006
1.605504587155962,2.8284671532846692,2.2504091653027807,4.880817253121449,2.1393034825870627,0.779625779625779,3.4180543382997337,4.407135362014687,1.8131868131868116,0.9283819628647206,0.09000000000000008
1.605504587155962,1.733576642335765,1.6775777414075272,3.5187287173666255,1.8905472636815905,0.6237006237006231,2.278702892199823,4.616998950682053,0.9340659340659332,0.8841732979664007,0.1100000000000001
0.41284403669724734,1.2317518248175172,0.9001636661211122,3.405221339387057,0.7960199004975118,0.20790020790020772,1.270815074496055,2.885624344176283,0.6593406593406587,0.5305039787798403,0.13000000000000012
0.5045871559633078,0.6386861313868678,1.3093289689034504,2.156640181611827,0.49751243781095034,0.20790020790021002,0.7887817703768705,2.9905561385099992,0.549450549450555,0.3536693191865642,0.15000000000000013
0.18348623853210994,0.4562043795620434,0.5319148936170208,1.5323496027241759,0.24875621890547242,0.10395010395010386,1.1831726555652926,2.360965372507868,0.6593406593406587,0.2652519893899202,0.16999999999999993
0.2293577981651374,0.273722627737226,0.4500818330605561,1.0783200908059014,0.19900497512437795,0.0,0.4820333041191933,1.3116474291710376,0.10989010989010979,0.08841732979664006,0.18999999999999995
0.18348623853210994,0.136861313868613,0.4500818330605561,0.8513053348467643,0.14925373134328343,0.0,0.4820333041191933,0.8394543546694642,0.10989010989010979,0.1326259946949601,0.20999999999999996
0.0,0.18248175182481735,0.4091653027823237,0.4540295119182743,0.04975124378109449,0.10395010395010386,0.17528483786152482,0.5771248688352566,0.054945054945054896,0.08841732979664006,0.22999999999999998
0.045871559633027484,0.0,0.5319148936170208,0.39727582292849,0.19900497512437795,0.0,0.26292725679228723,0.6295907660020981,0.0,0.1326259946949601,0.25
0.0,0.09124087591240868,0.08183306055646475,0.22701475595913714,0.09950248756218898,0.0,0.13146362839614362,0.47219307450157355,0.0,0.0,0.27
0.045871559633027484,0.04562043795620434,0.2864157119476266,0.11350737797956857,0.0,0.0,0.13146362839614362,0.05246589716684151,0.0,0.0,0.29000000000000004
0.0,0.09124087591240868,0.20458265139116186,0.11350737797956857,0.0,0.0,0.08764241893076241,0.31479538300104903,0.0,0.0,0.31000000000000005
0.0,0.04562043795620434,0.040916530278232374,0.11350737797956857,0.0,0.0,0.17528483786152482,0.10493179433368302,0.0,0.0,0.33000000000000007
0.0,0.0,0.08183306055646475,0.0,0.0,0.0,0.043821209465381206,0.15739769150052452,0.0,0.0,0.3500000000000001
0.045871559633027484,0.0,0.040916530278232374,0.056753688989784286,0.0,0.0,0.0,0.05246589716684151,0.054945054945054896,0.0,0.3700000000000001
0.0,0.0,0.08183306055646475,0.0,0.0,0.0,0.043821209465381206,0.05246589716684151,0.0,0.0,0.3900000000000001
0.04587155963302799,0.0,0.040916530278232825,0.0,0.0,0.0,0.0,0.10493179433368419,0.0,0.0,0.41000000000000014
0.0,0.0,0.040916530278232374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42999999999999994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5900000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6300000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
0.0,0.0,0.0,0.0,0.0,0.05197505197505193,0.0,0.0,0.0,0.0,0.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05246589716684151,0.0,0.0,0.9100000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9500000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0100000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05246589716684151,0.0,0.0,1.0300000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0500000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0699999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
