C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,x
0.04971894105901638,0.03081552967360764,0.12130937855028627,0.010318590259980876,0.024724605485071032,0.05101406261544342,0.014932974959866775,0.07691744105936772,0.024349459182479813,0.21137090509077852,-0.588
0.05017198286873796,0.032690521345623856,0.12245824860255478,0.01047690088134723,0.024926320238972635,0.052179147017589224,0.015756954619766873,0.07750461587284348,0.02518514258845767,0.2191304266816434,-0.586
0.05054841113369205,0.03471797849229464,0.12354552118887768,0.010732631011138433,0.025206345098017176,0.05325320450754428,0.016550661440698545,0.07770324944119852,0.02607919173299305,0.22699547745377566,-0.584
0.050854941180124624,0.03691457103522379,0.12459214247369636,0.011080513603524652,0.025564406831443922,0.05423967821678531,0.017307458967630897,0.07750828652582663,0.027041022753307324,0.2348947275948146,-0.582
0.05110040436640862,0.03929593961037512,0.12561656855902692,0.01151326149864788,0.025999748067125565,0.055143035689547586,0.018021233077761923,0.07692189181333615,0.028080993720596296,0.24275255077530444,-0.58
0.05129535399487999,0.04187607517851075,0.12663423347199473,0.01202177387150194,0.026511301087930192,0.05596849525567687,0.0186864663186748,0.07595335839938318,0.029209822025374255,0.250490473330236,-0.578
0.051451640472165105,0.04466669389931293,0.12765717956792463,0.012595392446945039,0.027097841011352555,0.05672172929742147,0.01929828459896299,0.07461883610149854,0.03043793399392674,0.2580286816734592,-0.576
0.05158197844958173,0.047676628997821276,0.12869386263631527,0.013222204057034724,0.02775810827443,0.057408556728346515,0.01985247620469706,0.07294089665464973,0.03177477255903509,0.2652875481799263,-0.574
0.05169952709669657,0.05091126242659581,0.12974913511599692,0.01388938475516011,0.028490892580604804,0.05803463792678607,0.020345484952347104,0.07094795818265599,0.03322809220968402,0.27218913712499004,-0.572
0.051817501834665,0.05437201943878297,0.13082440166123058,0.014583579149558849,0.029295073276185274,0.05860518571302702,0.020774380996222034,0.06867359540664016,0.034803272647290134,0.27865865460389183,-0.57
0.05194883201080883,0.05805594864929808,0.1319179323689015,0.015291306941303724,0.030169614324383313,0.059124705665175456,0.021136814252065945,0.0661557647021733,0.03650268342580708,0.2846258095359195,-0.568
0.05210587443131051,0.06195540870722932,0.133025310805909,0.015999386942491832,0.03111351541443878,0.059596778100736485,0.021430956461638256,0.0634359742866178,0.038325131258039,0.29002605674268933,-0.566
0.05230018773443827,0.06605788029439184,0.13413998707064842,0.016695367225486844,0.03212572404548619,0.06002389241358952,0.02165543851746737,0.06055842952750677,0.040265419607773814,0.29480169752391927,-0.564
0.05254236765798381,0.07034591880204047,0.1352539009311479,0.01736794864337323,0.03320501642477933,0.06040734219422555,0.021809289740558666,0.05756918170959427,0.04231404670598399,0.2989028179730529,-0.5619999999999999
0.05284193870626261,0.07479725876505755,0.13635813696208052,0.018007387897581665,0.0343498575029144,0.06074718676155399,0.021891885346567674,0.054515305748283276,0.044457063349319904,0.30228805030914974,-0.5599999999999999
0.05320729389976303,0.0793850760478454,0.1374435727899528,0.018605865734280996,0.035558252256775384,0.06104228152365056,0.02190290738134739,0.05144412851067777,0.046676105946519615,0.3049251475797968,-0.5579999999999999
0.05364567148397024,0.08407840803239697,0.13850148314298139,0.019157805829815383,0.03682760129644661,0.06129037612311808,0.021842323029882687,0.048402524861067296,0.04894861351690564,0.30679136704786786,-0.5559999999999999
0.05416315589286664,0.08884272586652472,0.1395240663243471,0.01966013055042841,0.03815457394752321,0.061488275796579735,0.021710382514109353,0.045436293565223704,0.05124823000454188,0.3078736622630502,-0.5539999999999999
0.054764690018559346,0.09364064645018164,0.1405048657586976,0.020112441078419755,0.03953501114162957,0.06163205798810773,0.021507636932148366,0.042589620051925035,0.05354538567338374,0.3081686881110157,-0.5519999999999999
0.05545408693301453,0.09843276557230857,0.14143906702376013,0.020517111379103996,0.04096386879553934,0.061717333205561345,0.021234974506131626,0.039904628013946786,0.05580804383022352,0.30768262693462267,-0.5499999999999999
0.05623403152965433,0.10317858778725382,0.14232365976250175,0.020879288090184734,0.04243520999058654,0.06173953658704648,0.020893671952008124,0.03742101718296045,0.058002592019748604,0.3064308470753612,-0.5479999999999999
0.05710606588335287,0.10783752357170098,0.14315746346798366,0.02120679155543558,0.043942251343621105,0.06169423481627598,0.020485456205162268,0.03517578054634766,0.06009485046816245,0.3044374078722853,-0.546
0.05807055615715517,0.11236992034608738,0.14394102567664022,0.021509916769410775,0.045477465686289256,0.0615774320166389,0.020012570649550216,0.033202990958378524,0.062051165203554935,0.3017344273005585,-0.544
0.05912664323448124,0.11673809135316442,0.14467640991951614,0.021801136792208655,0.047032739755699965,0.061385858142429146,0.019477839391106515,0.03153364465476081,0.0638395491900034,0.2983613300851437,-0.542
0.06027218351016011,0.12090730537077397,0.1453668982282482,0.02209471505729843,0.048599582261836964,0.06111722419557604,0.018884723033710308,0.030195547679282876,0.06543083215683801,0.29436399536167457,-0.54
0.06150369001224622,0.12484670092183484,0.1460166385253349,0.02240623674766807,0.050169374635317766,0.06077043029376581,0.018237359859634084,0.02921323069574736,0.0667997786962344,0.2897938238595069,-0.538
0.0628162868617791,0.12853009105936,0.1466302704310047,0.022752072876288384,0.051733654144371935,0.060345715111665484,0.01754058724460267,0.02860787806254272,0.06792613468148662,0.2847067452293325,-0.536
0.06420369168946828,0.1319366288693937,0.14721256364322513,0.02314879371066098,0.05328441703422351,0.05984473837133712,0.016799939470066222,0.02839725832388629,0.06879556409310365,0.27916218658814634,-0.534
0.06565824079443681,0.13505130936679619,0.14776810103392654,0.023612550586134613,0.054814427972198675,0.059270591689892224,0.01602161972056205,0.028595645317484195,0.06940044182954075,0.273222023635637,-0.532
0.06717097044880943,0.13786529017907448,0.14830103409154546,0.024158446847634307,0.05631752141755528,0.05862773699170913,0.015212445839544808,0.02921372177981251,0.06974047286113953,0.2669495357982905,-0.53
0.06873176485481025,0.1403760209654384,0.14881493165606866,0.024799919568983562,0.05778888057121446,0.05792187563349152,0.014379771220723977,0.030258460491356984,0.06982311394471606,0.2604083867313375,-0.528
0.07032957701523188,0.14258717949180877,0.14931273453443744,0.025548153785560267,0.05922528025341793,0.057159755146852634,0.013531383894143162,0.03173298147325654,0.0696637807972532,0.2536616510701339,-0.526
0.0719527234761839,0.14450842024248928,0.14979681918086488,0.02641155023982753,0.060625281332730464,0.0563489238626766,0.01267538830109435,0.03363638734365773,0.06928583084937474,0.246770907464092,-0.524
0.0735892479397819,0.1461549489665421,0.15026916389415074,0.027395266115957634,0.061989366093536835,0.055497446459081605,0.01182007533702295,0.035963582484840974,0.06872031917025984,0.2397954165325707,-0.522
0.0752273425942636,0.1475469432386042,0.1507316016717992,0.02850084599632163,0.06332000607726701,0.05461359552330261,0.01097378690505209,0.03870508498390835,0.06800553258590294,0.23279140035021414,-0.52
0.0768558101759171,0.1487088446300298,0.1511861356951707,0.029725957402127908,0.06462165636080772,0.053705535436245816,0.010144781427892177,0.0418468432247014,0.06718631412879898,0.2258114373287591,-0.518
0.07846454476098928,0.14966855219129221,0.15163528705029425,0.031064241896198636,0.06590067284699241,0.052781015226517236,0.009341106512291844,0.04537007137760403,0.0663131965133946,0.21890398289551213,-0.516
0.08004500553789853,0.15045654949306414,0.15208244023821887,0.03250528895509756,0.06716515185197222,0.0518470864998657,0.008570484282037423,0.049251119729843446,0.0654413691185589,0.21211302222516334,-0.514
0.08159065569513796,0.15110499841766267,0.1525321506538792,0.034034735796217803,0.06842469401196691,0.050909861181051265,0.007840213857296016,0.053461396721100174,0.06462950780875194,0.20547785658746323,-0.512
0.0830973383239082,0.15164683229163176,0.15299037967710527,0.035634492211827636,0.06969009723964786,0.04997432170308128,0.0071570941481002666,0.05796735962713597,0.06393850071771626,0.1990330198315385,-0.51
0.08456356298141163,0.15211487895113984,0.1534646272809085,0.03728308535407614,0.07097298608972709,0.04904419357468278,0.006527368652215462,0.06273059003035893,0.06343010577597143,0.1928083164098557,-0.508
0.08599068024394116,0.15254104115436432,0.15396393887294718,0.03895611546545547,0.07228538739959431,0.048121887108660034,0.005956692414137915,0.06770796852862793,0.06316557725275963,0.18682896747348549,-0.506
0.08738292700173694,0.15295555766985813,0.15449877201024326,0.040626809883497844,0.07363926440706887,0.047208511675516485,0.00545011982310009,0.07285196059628046,0.06320429890969874,0.18111584729346242,-0.504
0.08874733207789239,0.15338636367489517,0.15508071906957802,0.04226665938201865,0.07504602365837841,0.046303962338123644,0.005012110605404807,0.0781110221947369,0.06360246056578694,0.17568578892325235,-0.502
0.09009347954878541,0.15385856409373944,0.15572209320267996,0.043846118147694166,0.07651601083784684,0.04540707529956731,0.004646550286460437,0.08343012973945657,0.06441181301745175,0.17055193591791826,-0.5
0.09143313538442806,0.15439402847465042,0.15643539617156538,0.0453353465202802,0.07805801309479593,0.04451584541947519,0.004356780626420754,0.08875143450335043,0.06567853343063136,0.16572411629723816,-0.498
0.09277975115761802,0.15501111119124886,0.1572326971423894,0.04670497412193264,0.07967878641853447,0.04362769626521233,0.00414563511259986,0.09401503664047367,0.06744222962907899,0.1612092159118736,-0.496
0.0941478660395358,0.15572449635368898,0.15812496044844712,0.04792686022287719,0.08138262701696562,0.04273979087801255,0.0040154745390416505,0.09915986893789615,0.069735107262479,0.15701153094966766,-0.494
0.09555243460092298,0.15654516296564497,0.15912136703359456,0.04897482817419027,0.083171005386839,0.041849369734952534,0.003968218011229594,0.10412467535503664,0.07258131877955218,0.15313308337468312,-0.492
0.09700811264878663,0.15748046264319077,0.16022867820742961,0.049825351498477735,0.08504228073418639,0.04095410132820768,0.004005365351418375,0.10884906460481626,0.07599650759611362,0.1495738883624546,-0.49
0.09852853613688532,0.1585342996444017,0.16145069110316457,0.05045817075593732,0.08699151154654991,0.04005243038348075,0.004128007797024194,0.11327461468683214,0.07998755498815753,0.14633216889845047,-0.488
0.1001256289140832,0.15970740101938577,0.16278783264429442,0.05085682256027172,0.08901037540622236,0.03914390898896117,0.004336825014540514,0.11734600060791531,0.08455253121917655,0.14340451916597996,-0.486
0.10180897367997306,0.16099766331795753,0.16423693292369412,0.05100906504202582,0.09108720758705859,0.038229496764901824,0.004632067716819999,0.12101211471018576,0.08968084640408822,0.14078602462918602,-0.484
0.10358527710529354,0.1624005614004418,0.16579120991851096,0.05090718755409216,0.09320716367580884,0.03731181760654099,0.005013526488147154,0.12422714723353916,0.09535359080428434,0.1384703522662255,-0.482
0.10545795487989598,0.16390960438905428,0.16744048584881607,0.05054819636662976,0.09535250654438064,0.036395362392637,0.0054804887038066,0.1269515940941083,0.1015440488308593,0.13644982871005892,-0.48
0.10742685581934372,0.16551682357702865,0.16917164186034217,0.04993387236391522,0.09750301267574477,0.03548662926419056,0.006031686596802239,0.12915315944387387,0.1082183661982574,0.13471552667205922,-0.478
0.10948813652430821,0.16721327709613412,0.17096930284187142,0.04907070117187637,0.09963648737180432,0.03459419552676873,0.006665240499975011,0.13080752242001117,0.1153363456033177,0.1332573806420748,-0.476
0.1116342899312637,0.16898955626688741,0.17281672895052447,0.047969680537393415,0.10172937304636454,0.03372871779232978,0.007378602014950094,0.13189894057216778,0.12285234317244507,0.13206435131840918,-0.474
0.11385432292674978,0.17083627878199747,0.17469687574320833,0.04664601396870152,0.10375742995281577,0.03290285952887396,0.00816850228333875,0.13242066669264776,0.13071623586092854,0.1311246545404047,-0.472
0.11613407051722423,0.1727445541936252,0.1765935716310539,0.0451187034536313,0.10569646463619216,0.03213114761019704,0.00903091063139221,0.13237516103562924,0.1388744291010439,0.13042606487672495,-0.47
0.118456627305925,0.17470640760841252,0.17849275056300382,0.04341005733499639,0.10752307842858559,0.03142976164661598,0.009961008617112384,0.1317740870150661,0.1472708743259832,0.12995629684057058,-0.46799999999999997
0.12080287161046706,0.17671514808586783,0.18038367017413454,0.04154513199823807,0.10921540666918415,0.030816261741565768,0.010953183938741345,0.1306380851930825,0.15584806753157565,0.1297034584861594,-0.46599999999999997
0.1231520537508072,0.1787656690499852,0.18226004171572452,0.03955112780413989,0.11075381919360704,0.030309261792557506,0.012001047794929345,0.12899632745577763,0.164548002699732,0.1296565635284782,-0.46399999999999997
0.12548241802888133,0.18085466913728038,0.18412099833004578,0.03745676060540926,0.11212155407543241,0.02992805650039517,0.013097478166736787,0.12688586044554365,0.1733130575550834,0.1298060798242584,-0.46199999999999997
0.12777182777347412,0.18298078339535964,0.18597183282463178,0.035291630189427325,0.11330525958323831,0.02969221086152538,0.014234690182017201,0.12435075429513144,0.182086793559212,0.13014448476803633,-0.45999999999999996
0.12999836448251875,0.18514461668536727,0.18782444496867473,0.03308560610515894,0.11429542369645611,0.029621121121671375,0.015404333297232908,0.12144107921180503,0.19081465701737307,0.13066679255571445,-0.45799999999999996
0.1321408753925978,0.18734867358099352,0.18969745115214406,0.030868249620011553,0.11508667605614009,0.02973355602329788,0.016597613571236684,0.11821173823211654,0.19944457340030972,0.1313710149070091,-0.45599999999999996
0.1341794484737069,0.18959718201874384,0.19161592544291212,0.02866828811437959,0.11567795357646098,0.030047186772300453,0.0178054378934647,0.1147211892821929,0.20792743217518928,0.13225851612342998,-0.45399999999999996
0.13609579953617132,0.19189581142334106,0.19361075985275666,0.026513155196006284,0.11607252770772826,0.030578113590055057,0.019018575746488374,0.11103009334887987,0.21621746430870095,0.13333422550682192,-0.45199999999999996
0.13787356243762042,0.1942512899476311,0.19571765199942392,0.024428606369374876,0.11627789808461063,0.0313403961281048,0.020227833004106074,0.10719992795609211,0.2242725188943087,0.13460667518145827,-0.44999999999999996
0.13949847985240613,0.19667092971850283,0.1979757492163874,0.022438416411123565,0.1163055635746977,0.032345594528561505,0.021424231453932168,0.10329160616398743,0.23205424885378484,0.1360878390404195,-0.44799999999999995
0.1409584982743794,0.19916207341003125,0.20042599833018176,0.020564160871423872,0.11617068715642569,0.03360232762702199,0.022599187235709365,0.09936414093727347,0.23952821822141593,0.13779275846015493,-0.44599999999999995
0.14224377645672706,0.20173147986829537,0.20310926860973685,0.0188250805286195,0.1158916752614163,0.03511585480551687,0.023744681233796493,0.09547339298881058,0.24666394505943365,0.13973895200421682,-0.44399999999999995
0.14334662099772244,0.20438467064853777,0.206064330673213,0.017238024339049186,0.11548969496739103,0.03688768836324881,0.024853414665970925,0.091670937172982,0.25343489457066753,0.14194561884115695,-0.44199999999999995
0.14426136598945938,0.20712526293054764,0.20932578543290783,0.015817463588494514,0.11498815359008174,0.038915243988434406,0.02591894366304223,0.08800307830354279,0.2598184365344208,0.1444326582219392,-0.43999999999999995
0.14498421539012668,0.209954317081875,0.21292204368703643,0.014575567674655279,0.11441216478470158,0.04119153793785985,0.026935787508510223,0.08451004206582816,0.26579577991942527,0.14721953926343584,-0.43799999999999994
0.14551306700430638,0.21286972888350628,0.21687345820288467,0.013522330300712551,0.11378802334039913,0.04370494075884531,0.02789950636164735,0.08122536067801209,0.27135189559436335,0.15032406566676995,-0.43599999999999994
0.14584733572131975,0.21586569689618645,0.2211907058494896,0.01266573386604466,0.11314270765595426,0.04643899866636241,0.028806745663898414,0.0781754663487215,0.2764754356604406,0.15376108815566267,-0.43399999999999994
0.1459877911398649,0.21893229446067866,0.22587350761930072,0.012011939488349322,0.11250342473274573,0.04937233481869528,0.029655245959481224,0.07537949861217559,0.2811586552797382,0.15754122278758456,-0.43199999999999994
0.14593642116405112,0.2220551732993195,0.23090975964076524,0.011565490331571142,0.11189720778374457,0.05247864349327826,0.030443818471325778,0.07284932453784385,0.2853973401669422,0.16166963548962937,-0.42999999999999994
0.14569632892953513,0.2252154216165525,0.23627512924948274,0.011329516665224042,0.11135057163519374,0.05572679031725017,0.03117228838413127,0.07058976385011531,0.28919074032648767,0.16614495203107246,-0.42799999999999994
0.14527166589014462,0.22838959407867931,0.24193314784901088,0.011305932239814999,0.1108892263842882,0.05908103103696032,0.031841409318340896,0.06859900438860966,0.2925415082944441,0.17095834821448422,-0.42599999999999993
0.1446675994572566,0.23154992428526425,0.24783580786702308,0.011495613014616162,0.1105378456256857,0.06250135963870382,0.03245275385640925,0.06686918731271169,0.2954556381874079,0.17609286760993403,-0.42399999999999993
0.14389030960593163,0.23466472261927285,0.25392464596077224,0.011898550900504496,0.11031988225830064,0.06594399384378054,0.033008586136206844,0.06538713620758126,0.29794240033206354,0.18152300412834318,-0.42199999999999993
0.14294700565962157,0.2376989540549511,0.2601322701777134,0.01251397687253807,0.1102574226289853,0.06936200206187537,0.033511723394905504,0.06413519996273988,0.30001426517611646,0.18721457474551162,-0.41999999999999993
0.1418459522762273,0.2406149820474289,0.26638426644226637,0.013340449471769671,0.11037106865751307,0.07270607086225597,0.033965393880463525,0.06309217611954285,0.30168680956214555,0.19312489447693015,-0.4179999999999999
0.1405964926220571,0.24337345649550657,0.2726014008172774,0.014375906284593785,0.11067983761009037,0.07592540608062817,0.03437309871023812,0.06223427943854222,0.30297859825938833,0.19920325205674977,-0.41600000000000004
0.13920905687027818,0.24593431643103636,0.27870201958369806,0.01561767741961033,0.1112010702415497,0.07896875409012596,0.034738485025542214,0.06153611980233076,0.30391103386259916,0.20539167149072318,-0.41400000000000003
0.1376951454251938,0.24825787198622604,0.2846045401303743,0.01706246128444226,0.11195033992245582,0.08178552288626288,0.035065237161790414,0.060971654282182375,0.30450816874731496,0.21162593248400524,-0.41200000000000003
0.13606727848739364,0.25030592570304905,0.2902299224579877,0.018706264112866286,0.11294135785910646,0.08432697589361526,0.03535699153859592,0.060515080249652256,0.30479647368466806,0.2178368123451835,-0.41000000000000003
0.1343389064972648,0.2520428906650743,0.2955040139242901,0.020544305742273315,0.11418587231939784,0.08654746526031608,0.03561727960374801,0.060141639749713934,0.3048045589383708,0.22395150385454138,-0.40800000000000003
0.13252427933617567,0.25343686242706664,0.3003596684636617,0.022570895142829128,0.11569356260586973,0.08840566633157068,0.035849501489465946,0.059828309860744576,0.3045628451665939,0.2298951581059643,-0.406
0.13063827561695918,0.2544606033407343,0.3047385553119728,0.024779280206515167,0.1174719310975667,0.08986577141633971,0.0360569311276108,0.05955435928742349,0.304103183206346,0.2355924986509323,-0.404
0.12869619665890294,0.25509240154423773,0.3085925903427737,0.027161477363260283,0.1195261987848456,0.0908985992400878,0.03624275150939894,0.05930175775387294,0.30345842379543514,0.24096945336341302,-0.402
0.12671353255482892,0.25531677239114053,0.31188494429573893,0.029708087731703067,0.12185921117522767,0.09148257686268738,0.036410116667079835,0.05905543162904886,0.30266194044259503,0.24595475310080833,-0.4
0.12470570989460383,0.25512497712356874,0.31459060509409065,0.03240810773590132,0.12447136215348863,0.09160455345338558,0.036562234914905865,0.05880336632944145,0.301747110928507,0.25048145109681813,-0.398
0.12268783207838568,0.2545153417387466,0.31669649465864813,0.03524874339504305,0.12736054330951824,0.09126041012505687,0.03670246603722414,0.058536563083491366,0.30074676522826493,0.2544883236027282,-0.396
0.12067442367992134,0.2534933677936262,0.31820116270022325,0.03821523875272284,0.13052212544900466,0.09045543685629195,0.03683442357724128,0.05824886427257449,0.29969260988989194,0.2579211200282431,-0.394
0.1186791900264521,0.25207163584854314,0.319114099591754,0.04129073005198202,0.13394897758350216,0.0892044560471901,0.036962072280431614,0.05793666745320935,0.2986146409698497,0.2607336391199173,-0.392
0.11671480213386665,0.25026951088459415,0.3194547264747695,0.04445613814890751,0.1376315268156736,0.0875316820152499,0.0370898101881614,0.05759855300442928,0.2975405593943926,0.26288861596395197,-0.39
0.11479271550995766,0.24811266689607328,0.31925113241083586,0.0476901121389224,0.14155786038205134,0.08547031620257413,0.03722252494513677,0.0572348538641856,0.29649520396728063,0.2643584122754987,-0.388
0.11292302928203013,0.2456324545796337,0.31853863515157715,0.05096903708908757,0.14571386889179302,0.08306188844392845,0.0373656146346401,0.056847197810021455,0.2955000180761981,0.2651255090971033,-0.386
0.11111438979584322,0.2428651413227136,0.3173582438374367,0.054267117982299905,0.1500834277018432,0.08035536473815212,0.037524964907425185,0.05643805306913536,0.2945725663831163,0.26518280635619496,-0.384
0.10937394044211915,0.23985105634101084,0.3157550988733951,0.057556550371501466,0.1546486115695212,0.07740605101039243,0.03770687630036563,0.056010306667692945,0.293726117372335,0.26453373754891557,-0.382
0.10770731714470748,0.2366336757381182,0.3137769569302623,0.060807785748593725,0.159389936358194,0.0742743298640335,0.037917938380207836,0.055566901902638154,0.292969306567136,0.2631922100968356,-0.38
0.1061186868106702,0.23325868247065798,0.3114727783211212,0.063989896251791,0.16428662072801858,0.07102427292446406,0.03816485057995557,0.055110556794665144,0.2923058935454976,0.2611823827782971,-0.378
0.10461082418293552,0.2297730348016333,0.3088914609445368,0.06707103913871655,0.1693168604563653,0.06772217483237358,0.03845419316006759,0.05464357960666749,0.291734623657756,0.25853829130652695,-0.376
0.1031852210044363,0.22622407399227085,0.30608075072220425,0.07001901659108646,0.17445810828235914,0.06443505615984817,0.0387921554250958,0.054167790819442244,0.2912492026751974,0.2553033319490861,-0.374
0.10184222022627828,0.22265869795565005,0.30308634415644214,0.07280192111641874,0.17968735288860582,0.0612291815531392,0.03918423193128647,0.053684553742297504,0.2908383895991146,0.25152961145736885,-0.372
0.10058116718110992,0.2191226226502232,0.29995118538083965,0.07538885136424989,0.18498139171130173,0.05816863644174903,0.03963490068889112,0.05319490863837861,0.29048620966367233,0.247277169923743,-0.37
0.09940056919740596,0.2156597474234222,0.2967149487975217,0.07775067791797767,0.1903170935693314,0.05531400099744105,0.04014730005103975,0.05269979831422365,0.29017228629815844,0.2426130819134004,-0.368
0.09829825505077339,0.21231163462249966,0.2934136897749395,0.0798608339218579,0.19567164847074436,0.05272115406460282,0.04072292286243637,0.05220036699477721,0.2898722875861109,0.23761044067850615,-0.366
0.0972715259384586,0.2091171078564764,0.29007964032653744,0.08169610161518624,0.20102280323883837,0.050440232948654705,0.04136134732377771,0.05169830936673714,0.2895584796607312,0.23234723071578625,-0.364
0.09631729033166671,0.20611196758061381,0.2867411243066334,0.08323736329783127,0.2063490826634217,0.04851476768734372,0.04206002377095381,0.05119624323848095,0.28920037657406494,0.22690509552430038,-0.362
0.09543217611734778,0.2033288174129593,0.2834225672516019,0.08447028420600511,0.21162999661815501,0.046981001164239936,0.042814135096877606,0.0506980775510243,0.2887654735149931,0.22136801017906127,-0.36
0.09461261489160072,0.20079698997528708,0.2801445791033538,0.08538589540949507,0.21684623392447494,0.04586739952713089,0.043616545859963836,0.050209347585757284,0.2882200478536069,0.21582087214850443,-0.358
0.09385489510065476,0.1985425572345901,0.27692409300833914,0.08598104721982147,0.22197984366535464,0.045194351146426504,0.044457851311067435,0.049737491134616084,0.28753001037269,0.21034802841701442,-0.356
0.09315518290703328,0.19658840742500824,0.27377454937961737,0.08625870767387682,0.2270144041858435,0.04497404700482101,0.04532653279683219,0.049292042990402574,0.2866617872261291,0.2050317620907013,-0.354
0.09250951211800802,0.19495436873569294,0.2707061205745794,0.08622808626229152,0.2319351792360111,0.0452105310744948,0.04620922050479426,0.04888473013236518,0.2855832116628264,0.19995076685231936,-0.352
0.09191374714038632,0.19365735910359844,0.2677259770364192,0.08590456992981012,0.23672925972899672,0.04589990595209655,0.04709105861069989,0.04852945608545308,0.28426440341245046,0.1951786424343743,-0.35
0.0913635255681221,0.19271154166264576,0.2648385998398242,0.0853094661197226,0.2413856885431528,0.047030676750803094,0.04795616192302036,0.04824216971313573,0.2826786129040474,0.19078244823910392,-0.348
0.09085418947876388,0.1921284666479156,0.2620461467128132,0.0844695558353454,0.24589556484700853,0.048584214901573754,0.04878814746759836,0.04804062071641766,0.28080300725550966,0.18682135492568674,-0.346
0.09038071659763322,0.19191718277650827,0.2593488784456671,0.08341646788626196,0.2502521237195383,0.05053532296250822,0.04957071948719502,0.04794401090102209,0.2786193753180775,0.18334543485469001,-0.344
0.08993766396293659,0.19208430423063075,0.2567456500691078,0.08218589321562128,0.25445078650659175,0.052852881627080635,0.050288282386479366,0.04797255640961564,0.27611473007322845,0.18039463147348114,-0.34199999999999997
0.08951913738191064,0.1926340232235355,0.2542344664735851,0.08081666504379707,0.2584891774922691,0.0555005607085338,0.05092655351667653,0.048146981217845566,0.27328178843526535,0.1779979449122665,-0.33999999999999997
0.08911879963542146,0.19356806257058679,0.25181309567915244,0.07934973615603644,0.2623671031185962,0.05843757682100068,0.051473146571246006,0.04848796596004862,0.2701193110604212,0.17617286624056447,-0.33799999999999997
0.0887299289537652,0.19488556752016756,0.24947972538373517,0.07782708874023385,0.26608649114935323,0.06161948166210654,0.05191809686485556,0.04901557837571545,0.26663228811055034,0.1749250861454565,-0.33599999999999997
0.08834553671699065,0.19658294109901292,0.2472336404937074,0.07629061458345475,0.26965128877740474,0.06499896613757555,0.05225430189742457,0.04974871224958263,0.26283196102308337,0.17424849549902657,-0.33399999999999996
0.08795854968983664,0.1986536321502613,0.24507589192543475,0.07478100411051765,0.2730673205979327,0.06852666699267608,0.05247785426061644,0.05070456066343619,0.258735675097773,0.1741254857532974,-0.33199999999999996
0.0875620575450129,0.20108788983500514,0.24300992090577972,0.07333668174933136,0.27634210944623133,0.07215196408736192,0.052588248922071416,0.05189814679714231,0.25436656296593335,0.17452754678816,-0.32999999999999996
0.08714962121620377,0.203872502373789,0.24104209905772211,0.07199282258373725,0.2794846651317865,0.07582375794636553,0.05258845293197427,0.05334193161355549,0.2497530645488475,0.17541614924220586,-0.32799999999999996
0.08671563209432144,0.20699054097988945,0.23918214334494994,0.07078048142711657,0.28250524788298254,0.07949121871460096,0.05248483227996979,0.05504551281626196,0.2449282946894756,0.17674388799474483,-0.32599999999999996
0.0862557066388122,0.2104211320634523,0.23744336686624723,0.06972586059055313,0.2854151146521099,0.08310449913457714,0.05228693759024731,0.0570154238154146,0.2399292749849153,0.17845585383904689,-0.32399999999999995
0.08576709605327845,0.21413928168602162,0.2358427316839551,0.06884973702362308,0.2882262571535551,0.0866154056130714,0.05200715716929172,0.05925503544248625,0.2347960511853843,0.18049119194380006,-0.32199999999999995
0.08524908670098014,0.21811577579229863,0.23440067821620258,0.06816706346936542,0.2909511405062333,0.0899780228272603,0.05166025222216668,0.06176455719585841,0.22957072160968664,0.18278479882156526,-0.31999999999999995
0.08470336430050607,0.22231717787752492,0.23314071682534082,0.06768675207209542,0.2936024505789045,0.0931492885951387,0.051262794481450075,0.06454112923839495,0.22429640515024027,0.1852691044994544,-0.31799999999999995
0.08413431395928297,0.2267059424747646,0.23208878045551037,0.06741164274564637,0.2961928566259817,0.09608951685464358,0.05083253076745713,0.06757899153407826,0.21901617945503837,0.18787588360800442,-0.31599999999999995
0.08354922898094584,0.23124065825531973,0.23127235167004423,0.0673386527436415,0.29873479366336025,0.09876286751299015,0.05038770192244995,0.07086971268053067,0.21377202070181717,0.19053803825675977,-0.31399999999999995
0.08295840420156567,0.23587642879678017,0.23071939223468366,0.06745909841903162,0.30124026645513036,0.10113776260110859,0.049946345031812216,0.07440245837984019,0.2086037760185705,0.1931912968388855,-0.31199999999999994
0.08237509430743319,0.24056539243408442,0.23045711743866049,0.06775917522125445,0.30372067421034277,0.10318724856996882,0.04952560785352849,0.07816427822889922,0.2035481981236775,0.19577577620383052,-0.30999999999999994
0.08181532395852581,0.24525737538736533,0.2305106696082851,0.06822057762596966,0.30618665241298304,0.10488930468821003,0.04914110300505366,0.08214038965960749,0.19863806929022207,0.19823735978426582,-0.30799999999999994
0.08129754424902427,0.2499006649325222,0.23090175480299915,0.0688212369718307,0.30864792593179874,0.10622709736044542,0.048806326862337227,0.08631443939434312,0.19390143846213145,0.20052885102995763,-0.30599999999999994
0.08084213862941504,0.2544428821637204,0.23164731271192343,0.0695361521278306,0.31111316596923516,0.10718917982567647,0.04853216452782865,0.09066872559941774,0.1893609914728838,0.20261086961280236,-0.30399999999999994
0.08047079036238221,0.25883192732827487,0.23275829173380283,0.070338285569371,0.3135898427558949,0.10776963618278383,0.04832649788060691,0.09518436784198872,0.18503357005797672,0.2044524670205401,-0.30199999999999994
