P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,x
2.942005854763078,2.314732397973872,2.8403097546820835,3.4113450251758497,0.5281919064593997,3.147805701082264,3.1850841523039644,2.228849982225189,2.7699917149647244,4.128885224738779,0.15000000000000013
2.874195100618241,2.267480832077178,2.8299990771423214,3.3878290091923335,0.5102882538058143,3.100904808037849,3.143260622636123,2.1810835302519664,2.7115120265638115,4.095137831619366,0.15200000000000014
2.8062671256993625,2.2208764778809944,2.8170548554455546,3.360424094132119,0.4931411889826949,3.0516189897460575,3.0997377979393286,2.132012043589347,2.6520627966438868,4.0579071027216695,0.15400000000000014
2.738509901675398,2.1750066701531092,2.801369957418657,3.3292278320602033,0.47676932173836534,3.00019319508253,3.0545128173910703,2.08182037668787,2.5918150391267063,4.017367237023383,0.15600000000000014
2.671190368334005,2.1299483922291103,2.7828765122114687,3.29436401368624,0.46118953078134495,2.9468684720766514,3.0076080086795125,2.0307117422452166,2.5309550906377463,3.973723075443155,0.15799999999999992
2.6045493446516286,2.0857675473214154,2.761547345605677,3.25597905606888,0.4464168790147286,2.8918761867433873,2.9590686920507885,1.9789026431265018,2.4696834941014703,3.927201153177632,0.15999999999999992
2.5387972779054317,2.0425182856254165,2.7373962352348067,3.2142380069851977,0.4324643347942443,2.8354332694563853,2.9089605814365074,1.9266174708195265,2.4082133304384583,3.8780408379410862,0.16199999999999992
2.4741109608636447,2.0002423856434377,2.7104770282453803,3.1693203093938167,0.4193423101758847,2.7777386634735617,2.8573669553921297,1.8740829780401376,2.346768029213108,3.8264859668585895,0.16399999999999992
2.4106313111146793,1.958968699759574,2.6808817044308535,3.121415486379846,0.4070580387422691,2.718971077560388,2.8043857536451937,1.8215228298853883,2.2855787050003213,3.7727773449113777,0.16599999999999993
2.34846226618689,1.9187126851651124,2.6487375022184225,3.0707189160381643,0.39561482585555224,2.6592880677882182,2.7501267305259636,1.7691524256408895,2.2248810791027287,3.7171463991461318,0.16799999999999993
2.2876708052190597,1.8794760506156791,2.61420325193908,3.017427865822682,0.38501121265884053,2.59882639749433,2.694708767316274,1.7171741631547373,2.1649120561632236,3.6598102001899693,0.16999999999999993
2.2282880647247767,1.8412465562206373,2.577465079925006,2.96173794647137,0.3752401015315709,2.5377035539471944,2.6382574145744573,1.6657732911203338,2.105906032537313,3.600967971663893,0.17199999999999993
2.170311474659454,1.8039980067700523,2.538731658029756,2.903840126856202,0.3662878948026609,2.476020239850782,2.5809027055529734,1.6151144634376648,2.0480910185330106,3.5407991149652607,0.17399999999999993
2.1137078036760535,1.767690478547998,2.4982291764557942,2.8439184238268727,0.358133700244955,2.413863611045532,2.522777255292352,1.5653390759305459,1.9916846603780225,3.4794626876613783,0.17599999999999993
2.05841697103143,1.73227081504561,2.4561962139408657,2.7821483467436625,0.3507486562089565,2.351311001170266,2.4640146386255473,1.5165634309530684,1.9368902505641727,3.4170981939602396,0.17799999999999994
2.004356458618338,1.6976734187027596,2.4128786692949222,2.71869613688448,0.3440954262680663,2.288433860987625,2.404748025236631,1.4688777415685583,1.8838928174439895,3.3538274800707923,0.17999999999999994
1.9514261411161193,1.6638213543088765,2.368524903016985,2.653718799591552,0.3381279080653527,2.2253016446227902,2.345109041422597,1.4223459555401932,1.832855386792973,3.2897574791958566,0.18199999999999994
1.89951334582598,1.630627765794051,2.3233812183417437,2.5873648844548343,0.33279119384604056,2.1619853959609374,2.285226825943834,1.3770063515577287,1.7839155094284367,3.2249835224633983,0.18399999999999994
1.8484979563671848,1.5979975928269714,2.277687788642146,2.519775928595998,0.32802181114858703,2.098560823638979,2.225227250341902,1.332872836821524,1.7371821495573987,3.159592923847705,0.18599999999999994
1.7982573855023838,1.5658295580075432,2.2316751136526216,2.451088442668624,0.3237482615745853,2.0351106993100894,2.1652322809314137,1.289936856837538,1.6927330277528962,3.0936685581607435,0.18799999999999994
1.7486712608745802,1.5340183806033914,2.1855610614141923,2.3814362906553272,0.3198918637783489,1.9717264674114614,2.1053594686344197,1.2481698152362926,1.6506125096174762,3.027292179297799,0.18999999999999995
1.6996256919036132,1.5024571597534113,2.139548527033922,2.3109532946001714,0.31636789418229966,1.9085090114809284,2.0457215621456957,1.2075258934916238,1.6108301255114665,2.9605472678554974,0.19199999999999995
1.651017014732832,1.4710398597202516,2.093823714090035,2.239775885171825,0.31308700586640986,1.8455685781452609,1.986426247936529,1.1679451572159627,1.5733597974894742,2.8935212490196514,0.19399999999999995
1.602754942987785,1.4396638227640568,2.048555020553425,2.1680456188975286,0.30995689309287533,1.7830239115495226,1.9275760259349475,1.1293568366893374,1.5381398362581786,2.8263069789039412,0.19599999999999995
1.5547650832295303,1.408232231930288,2.003892489166465,2.0959113928742426,0.3068841565593145,1.7210006951233698,1.869268231396516,1.091682673773618,1.5050737532813785,2.759003455948826,0.19799999999999995
1.50699080347689,1.376656446619259,1.9599677630318428,2.0235312069768536,0.3037763133124713,1.6596294318687164,1.8115952110121183,1.054840234653346,1.4740319112151952,2.6917157695373706,0.19999999999999996
1.4593944693930434,1.3448581380979527,1.9168944714032032,1.9510733507105147,0.300543885900862,1.599042917383523,1.7546446547304708,1.018746097228406,1.444854010164253,2.6245543472190604,0.20199999999999996
1.4119580843762616,1.312771159754422,1.8747689589736665,1.8787169251304165,0.2971024983800389,1.5393734711244054,1.6985000746393324,0.9833188328235741,1.4173523787332403,2.557633602239412,0.20399999999999996
1.3646833859770888,1.2803430973200454,1.8336712648631688,1.806651647588643,0.29337490272815564,1.4807500913584861,1.643241409521564,0.9484817136267061,1.3913160088001073,2.4910701127453647,0.20599999999999996
1.3175914613652715,1.2475364567975848,1.7936662554078113,1.7350769262144508,0.2892928584975637,1.4232956890413924,1.5889457196774972,0.9141650894893248,1.3665152429439784,2.424980482319338,0.20799999999999996
1.2707219490455897,1.2143294616585125,1.7548048179344002,1.6642002297227416,0.2847987913877728,1.3671245372732195,1.5356879227820905,0.8803083900938656,1.3427069952804411,2.359479038531015,0.20999999999999996
1.2241318931793812,1.180716445221199,1.7171250308872061,1.5942348142287748,0.2798471629589036,1.312340048220022,1.483541509474402,0.8468617207871122,1.3196403618762642,2.294675522877168,0.21199999999999997
1.1778943116063867,1.1467078382391376,1.6806532385804531,1.52539690033881,0.27440549378440604,1.2590329608272972,1.4325791685242997,0.8137870324498333,1.2970624576015295,2.2306729133099954,0.21399999999999997
1.1320965301789525,1.11232976494843,1.6454049757835563,1.4579024193504955,0.26845499561506403,1.2072799926531543,1.3828732470321137,0.781058857517014,1.2747243036263456,2.1675655014110324,0.21599999999999997
1.086838325709887,1.077623272598981,1.6113857072949773,1.391963465834466,0.26199078402308573,1.157142979861618,1.334495972109753,0.7486646156007761,1.252386584781338,2.1054373222269693,0.21799999999999997
1.0422299091535083,1.0426432294220924,1.5785913693485432,1.3277846045527129,0.25502166074982474,1.1086685026332916,1.2875193673726189,0.7166045030109032,1.2298250991873132,2.0443610079067964,0.21999999999999997
0.998389770984384,1.0074569338190738,1.5470087216520496,1.2655591824558028,0.2475694736740728,1.0618879703122048,1.2420148103906345,0.6848909907013035,1.2068357338872646,1.9843971084720973,0.22199999999999998
0.9554424033275247,0.9721424831959108,1.516615539506661,1.2054657917060998,0.23966808093261388,1.0168181223490058,1.1980521955811296,0.6535479646436345,1.1832388191059786,1.9255938959358738,0.22399999999999998
0.9135159091570744,0.9367869543602254,1.4873806932542732,1.1476650180218766,0.2313619632125135,0.9734618878730088,1.1556986900041306,0.6226095511507453,1.158882739139075,1.8679876428394937,0.22599999999999998
0.8727395083865003,0.9014844488999157,1.459264175846208,1.0922965911875493,0.22270454358913425,0.9318095384289216,1.115017095872213,0.5921186770205396,1.1336467082411181,1.8116033440123431,0.22799999999999998
0.8332409540778578,0.8663340567267832,1.4322171474964065,1.0394770326320688,0.21375628661248472,0.8918400645998058,1.0760638617274476,0.5621254203074866,1.1074426534518922,1.7564558315384085,0.22999999999999998
0.7951438790319686,0.8314377892982954,1.4061820684314021,0.9892978699942118,0.20458265693410813,0.8535227072051013,1.0388868123655157,0.5326852118225698,1.0802161811353717,1.702551217808279,0.23199999999999998
0.7585651030208737,0.796898531253238,1.3810929864026278,0.9418244620698428,0.19525202213602935,0.8168185766811961,1.003522693803706,0.5038569499096803,1.0519466381689215,1.6498885901854017,0.23399999999999999
0.7236119428794364,0.7628180556291789,1.3568760351088605,0.897095450927739,0.18583358435890804,0.7816822992683511,0.969994652022241,0.4757010914993966,1.0226463104219976,1.5984618731132616,0.236
0.6903795803265402,0.7292951437496665,1.3334501837332269,0.8551228326155167,0.17639542089812338,0.7480636349607148,0.9383097811373557,0.44827778082448966,0.9923588288844227,1.5482617692509004,0.238
0.6589485543355251,0.6964238464952134,1.3107282576401165,0.8158926148905752,0.16700270549035454,0.7159090191867956,0.9084568866387823,0.4216450735109189,0.9611568763927717,1.4992776902336549,0.24
0.6293824546970782,0.6642919191500002,1.2886182274908593,0.7793660106987922,0.15771617014499875,0.6851629874168408,0.8804046112686722,0.39585730814729964,0.9291393046322189,1.451499589720512,0.242
0.6017258998010042,0.6329794574141971,1.267024740481345,0.7454811003156703,0.14859085288371437,0.6557694490731405,0.8541000644178646,0.3709636700957034,0.8964277816744585,1.4049196163364988,0.244
0.5760028835140917,0.6025577574875879,1.2458508450371728,0.7141548835195265,0.13967516057983426,0.6276727841513912,0.8294680804701984,0.3470069835393411,0.8631630948856913,1.3595335117994831,0.246
0.5522155725819771,0.5730884183052284,1.2249998410332463,0.6852856359814659,0.13101025925315857,0.6008187428805262,0.8064112077848649,0.3240227579447156,0.8295012331020115,1.3153416897837305,0.248
0.5303436268628217,0.5446226989471219,1.2043771731245625,0.658755481097489,0.12262978769102342,0.5751551356641976,0.7848104989584054,0.30203850467796056,0.7956093663063568,1.2723499437303452,0.25
0.51034409998009,0.517201138852151,1.1838922764080733,0.6344330894233225,0.11455987508007222,0.5506323075855443,0.7645271361388594,0.28107332891658804,0.7616618316227912,1.2305697466100445,0.252
0.4921519581781156,0.49085344266328695,1.1634602822185152,0.6121764222212349,0.10681943025898612,0.5272033990028497,0.7454048843884333,0.2611377917005477,0.7278362223258245,1.190018122217851,0.254
0.4756812312151576,0.46559862528774404,1.143003497664854,0.5918354428062295,0.09942065987314033,0.5048244012159865,0.7272733236371872,0.2422340274067761,0.694309662790401,1.1507170854547288,0.256
0.46082678233003543,0.4414454061147827,1.122452585212557,0.5732547287452909,0.09236976554505744,0.4834540237248841,0.7099517680601759,0.22435609349791183,0.6612553378363775,1.1126926676248792,0.258
0.4474666562353204,0.4183928344231849,1.1017473873003711,0.556275928862798,0.08566776635600913,0.4630533969908233,0.6932537432017875,0.20749052240685242,0.6288393305502236,1.0759735613366237,0.26
0.43546493644657747,0.39643112104804656,1.0808373642367632,0.5407400208022664,0.07931139242202741,0.4435856414965937,0.6769918582063786,0.1916170401095327,0.597217809011455,1.0405894373449385,0.262
0.42467501781251094,0.3755426446629098,1.0596816396381104,0.526489337002882,0.07329399789024617,0.4250153398488225,0.660982885162969,0.17670941244956356,0.5665345898242505,1.0065690017838713,0.264
0.4149431785349311,0.35570309493213975,1.0382486743941393,0.5133693388494665,0.06760644685086516,0.4073079532073759,0.6450528414914325,0.16273637865463203,0.5369190951832455,0.9739378758903915,0.266
0.4061123197181625,0.33688270969995415,1.0165156154508201,0.5012301300055724,0.0622379328952899,0.3904292260150735,0.6290418656148704,0.14966263167703908,0.5084847104521282,0.9427163907750101,0.268
0.3980257307093688,0.3190475597052074,0.9944673875602164,0.48992771018406267,0.057176701708517345,0.37434462346493047,0.612808681391185,0.13744980686380232,0.4813275408525464,0.9129173964318105,0.27
0.39053073592842813,0.30216083240439057,0.9720956128168675,0.47932497957255593,0.05241065548888831,0.35901884414055435,0.5962344627718404,0.12605744380789377,0.4555255587223807,0.8845441865588077,0.272
0.38348208383273785,0.2861840666290473,0.9493974529484734,0.46929251161491964,0.04792782748468396,0.34441544572582533,0.5792259361161707,0.11544389078516717,0.43113812675022345,0.8575886386451531,0.274
0.37674495093556276,0.2710782921644044,0.9263744721548834,0.4597091177285628,0.04371672393052085,0.33049661472524156,0.5617175921029867,0.10556712663665045,0.4082058774760872,0.8320296621711141,0.276
0.3701974527505329,0.25680503294020146,0.9030316135829928,0.45046223174840955,0.03976653865978359,0.31722310208885035,0.5436729203123544,0.09638548098664908,0.3867509250486121,0.8078320368875834,0.278
0.3637325781000335,0.24332713924513064,0.8793763706764008,0.4414481444262104,0.03606725228625785,0.3045543360028658,0.5250846249663988,0.08785823996540282,0.3667773816709438,0.7849457084456027,0.28
0.3572594919814924,0.23060942293134748,0.8554182166050591,0.4325721192244761,0.03260963284643591,0.29244871154838004,0.5059738274395222,0.07994613081678788,0.34827214832277886,0.7633055907768312,0.28200000000000003
0.35070418345532456,0.21861907954196755,0.8311683321943188,0.4237484200184857,0.029385158066994505,0.2808640452063744,0.4863883073199987,0.07261168463286516,0.33120594721916613,0.7428319043861075,0.28400000000000003
0.3440094669779308,0.20732589213427705,0.8066396470256745,0.4149002792916628,0.02638588099010394,0.2697581710997845,0.46639987646590164,0.06581948172562302,0.3155345620810553,0.7234310580211756,0.28600000000000003
0.3371343764029493,0.1967022226698112,0.7818471816668193,0.4059598321513839,0.023604260683187345,0.25908964618918723,0.44610101734773094,0.05953628863048622,0.30120025166749625,0.7049970590076787,0.28800000000000003
0.33005301875762744,0.18672280755159795,0.7568086533442121,0.3968680372117606,0.02103297839760004,0.24881852406434196,0.42560094611033755,0.05373109930079642,0.28813330215140937,0.6874134158672512,0.29000000000000004
0.32275297831935307,0.17736438357741413,0.7315452847138763,0.38757460032681607,0.0186647571014678,0.23890715203835822,0.40502128083444505,0.04837509562012081,0.27625368476816425,0.6705554766201377,0.29200000000000004
0.3152333792236829,0.16860517867772035,0.7060827373687447,0.37803791157672684,0.016492199108085196,0.22932094430007552,0.384491505640962,0.04344154390948956,0.26547278664015417,0.6542931282786574,0.29400000000000004
0.30750272596204703,0.16042430785439105,0.6804520796083288,0.3682250000955706,0.014507652872335975,0.2200290850372711,0.3641444213875941,0.038905644671479986,0.2556951846471614,0.6384937682086813,0.29600000000000004
0.29957664523420485,0.1528011184067454,0.6546906925859326,0.35811150557499166,0.012703116236803758,0.2110051196018488,0.3441117641955728,0.03474435247017621,0.2468204345001778,0.6230254468688584,0.29800000000000004
0.2914756497123702,0.14571452965821313,0.6288430205222542,0.34768165987604577,0.011070179744650356,0.2022273986198639,0.32452015490904434,0.03093618171060002,0.2387448495942048,0.6077600743525792,0.30000000000000004
0.28322303479042393,0.1391424109815862,0.6029610789999872,0.33692826740910714,0.009600010317198386,0.19367934893512329,0.3054875172930308,0.02746101229570332,0.23136324657270219,0.5925765803917107,0.30200000000000005
0.2748430041649915,0.13306103812619705,0.5771046497233681,0.3258526690488559,0.008283372782829769,0.18534955574794418,0.2871200721303375,0.024299906863468296,0.22457063666613025,0.5773639190763871,0.30400000000000005
0.2663591002854079,0.12744466198363782,0.5513411094280992,0.31446467154646046,0.007110684543095367,0.17723165151216558,0.26950998041140684,0.021434948708169387,0.21826384364761597,0.5620238153582365,0.30600000000000005
0.25779299271649203,0.12226521641361357,0.5257448634452336,0.3027824228390263,0.006072097117143897,0.16932401829610566,0.2527336736251946,0.01884910673348162,0.2123430306204174,0.5464731601131664,0.30800000000000005
0.24916365282163272,0.11749218309324728,0.5003963791540973,0.2908322134276196,0.005157597410541821,0.16162932064166896,0.23685087478849656,0.016526131025594908,0.2067131188248525,0.530645973666808,0.31000000000000005
0.2404869184672369,0.11309262209944189,0.47538083953575827,0.2786481851191963,0.004357121260406503,0.15415389480650024,0.22190428213894378,0.014450480009652678,0.20128508230958994,0.514494873621435,0.31200000000000006
0.23177542917478447,0.10903136763598598,0.450786460644942,0.266271930849632,0.003660672034459344,0.14690702712099998,0.207919859908954,0.012607277778746371,0.19597710279848465,0.4979920008589353,0.31400000000000006
0.22303889163763546,0.10527137949326937,0.42670253760019494,0.2537519728966985,0.0030584377049910675,0.13990015868261085,0.19490765846584737,0.010982298152774905,0.19071556959167663,0.4811293769581178,0.31600000000000006
0.21428461886280595,0.1017742329333253,0.4032173004431134,0.24114311135940256,0.0025409007673752944,0.13314605558262477,0.18286307009912361,0.00956197040011306,0.1854359100840006,0.46391868615860793,0.31800000000000006
0.20551827417215918,0.09850072309385996,0.38041567304276785,0.2285056400734771,0.0020989365135689916,0.1266579833473329,0.17176841717664484,0.008333400378175187,0.18008323767803708,0.4463904946421595,0.32000000000000006
0.19674474433960534,0.09541155496708517,0.35837703457593323,0.21590443286242533,0.0017238963982414497,0.12044892148596949,0.1615947661779747,0.007284400135630353,0.17461280569703252,0.42859293854899533,0.32200000000000006
0.18796906433586963,0.09246808668926529,0.3371730838121621,0.2034079088769015,0.001407674456384322,0.11453084933287518,0.1523038637726964,0.00640351876404137,0.16899025849453944,0.4105899291441164,0.32400000000000007
0.17919731924867202,0.08963309232454036,0.3168659016377302,0.19108689143869073,0.0011427558713875202,0.10891412822222375,0.143850098864479,0.005680067466840594,0.1631916743705098,0.39245893834463974,0.32600000000000007
0.17043745639438748,0.0868715104931285,0.2975062974396317,0.17901337998249495,0.0009222477957909586,0.10360699797737022,0.13618240636127169,0.005104132390934649,0.15720339911131623,0.3742884399839426,0.32800000000000007
0.1616999516468064,0.08415114694595684,0.2791325108776402,0.16725925912007206,0.0007398933568471018,0.0986151982878806,0.12924604321349964,0.004666569691580679,0.15102167386081258,0.3561750914231014,0.33000000000000007
0.15299828761759274,0.08144330232391862,0.26176932313794743,0.1558949723298867,0.0005900704174337329,0.09394171831170303,0.12298418379103411,0.004358978516768628,0.1446520664075406,0.33822074625727794,0.3320000000000001
0.14434921647537252,0.07872330061016974,0.24542761205633576,0.14498819015827125,0.00046777710736654215,0.08958667123630228,0.11733929878503617,0.004173649039330769,0.13810872058007384,0.32052939186113927,0.3340000000000001
0.13577279581435867,0.07597089890761471,0.23010436465597045,0.13460250403207055,0.0003686064012436397,0.08554728492107735,0.1122542984661069,0.0041034842653522325,0.13141344397358273,0.3032041054400789,0.3360000000000001
0.1272922010642656,0.07317056485760952,0.21578313979393104,0.12479617682504779,0.00028871211660385016,0.08181799536735401,0.10767343640976736,0.004141896035270633,0.12459465936167753,0.286344119263125,0.3380000000000001
0.11893333157758747,0.07031161396886441,0.20243495381670884,0.11562098025348289,0.00022476866660785098,0.07839062674075145,0.10354298301672998,0.004282677336652253,0.11768624956145184,0.2700420800819179,0.3400000000000001
0.11072423901459723,0.067388205071524,0.19001954433707283,0.1071211471175654,0.0001739267540245402,0.07525464000363075,0.09981168882925945,0.004519854691493452,0.1107263289331521,0.2543815796755227,0.3420000000000001
0.1026944154512534,0.06439919779924609,0.17848695225467617,0.09933246351225201,0.0001337669679226255,0.07239743179852606,0.09643106551624787,0.004847525892732129,0.10375597688253613,0.23943502332746253,0.3440000000000001
0.09487398446069589,0.061347881212597384,0.16777935055597407,0.09228152258623014,0.00010225296946193976,0.06980466587162928,0.09335551741428667,0.005259689672803291,0.09681796954170606,0.22526189118832543,0.3460000000000001
0.08729284118398778,0.058241587228088164,0.15783304064544545,0.0859851574192227,7.768565379579627e-05,0.06746062080025117,0.09054235879555156,0.005750074923539422,0.08995554516661902,0.2119074342687174,0.3480000000000001
0.0799797872317013,0.05509120626631215,0.1485805331688155,0.08045006629552164,5.86593725285322e-05,0.06534853982801403,0.08795175185623055,0.006311977789569343,0.08321123672968497,0.1994018326195219,0.3500000000000001
0.07296170344010017,0.051910625379036936,0.13995263047099743,0.07567263923221643,4.402101210258066e-05,0.0634509709596319,0.08554659815786317,0.006938115274067247,0.07662580181304683,0.18775982847507788,0.3520000000000001
0.06626279847541301,0.04871611099940317,0.13188043177386027,0.07163899019881383,3.2832460044776315e-05,0.06175008789569011,0.08329241235019264,0.007620503886516572,0.07023727540771635,0.17698083215785435,0.3540000000000001
0.05990396456126298,0.0455256593631245,0.12429718947622624,0.0683251951294149,2.4336761040751294e-05,0.06022798471582332,0.08115720192797032,0.008350371304010099,0.064080165842155,0.16704948378018564,0.3560000000000001
0.05390226377014354,0.04235833759255181,0.11713995514119407,0.06569773163213412,1.792807242851393e-05,0.05886693932194924,0.07911137099054281,0.009118108007583102,0.05818480808975366,0.1579366396510681,0.3580000000000001
0.048270559947486434,0.03923363747708623,0.11035096610460753,0.06371411226587047,1.312537489182634e-05,0.05764964246670197,0.07712765991582038,0.009913264413368714,0.05257688244792911,0.14960073923241643,0.3600000000000001
0.043017302970979054,0.03617086221331069,0.10387873750083,0.06232369938430332,9.549777457687492e-06,0.05655939070487474,0.07518112691271174,0.010724597190111745,0.04727710035266207,0.14198949691620597,0.3620000000000001
0.03814646416867819,0.033188563905592446,0.09767883911185259,0.06146868583490915,6.905173197142148e-06,0.05558024284922428,0.0732491718991446,0.011540166310245433,0.04230105318255503,0.13504185322215206,0.3640000000000001
0.03365761472017278,0.03030404661508964,0.09171435106261083,0.06108522224541037,4.961949031859915e-06,0.05469714054563833,0.07131159831901826,0.012347482015708072,0.037659214571621795,0.12869011262079874,0.3660000000000001
0.029546133037237722,0.02753294634087089,0.08595600631053313,0.06110466824653133,3.543424939235159e-06,0.05389599447605976,0.06935070454458238,0.013133698406831392,0.03335708219710647,0.12286219038754362,0.3680000000000001
0.02580352264890951,0.024888895689196777,0.080382040488258,0.06145494180969338,2.5146896842029085e-06,0.05316373851425309,0.06735139352899419,0.013885847912979456,0.029395441387721395,0.11748388892677526,0.3700000000000001
0.022417819081197228,0.02238327730517809,0.07497778043594554,0.06206193799470509,1.7735072537109925e-06,0.05248835494312948,0.06530128743512459,0.014591108615205458,0.02577073029773982,0.11248112500563383,0.3720000000000001
0.019374062608934442,0.02002506656764943,0.06973501130976624,0.0628509859117451,1.2429861336977648e-06,0.051858874607306524,0.06319083307558968,0.015237094401534576,0.02247548484160369,0.10778203331441291,0.3740000000000001
0.016654813470687507,0.01782076073151348,0.06465116822084331,0.06374831073832647,8.657287261712368e-07,0.05126535660205623,0.06101338411342257,0.015812156372402287,0.019498841053756755,0.10331887860005774,0.3760000000000001
0.014240687017567153,0.01577438876933433,0.059728401833271515,0.06468246634862923,5.99207469045715e-07,0.050698852739835557,0.058765247010691225,0.016305682886008782,0.01682707295164915,0.09902971803440992,0.3780000000000001
0.012110888109028863,0.01388759371631668,0.05497256826154966,0.06558570366778385,4.1214514666471606e-07,0.050151362514419054,0.05644567955788065,0.016708385222008168,0.014444145218923,0.09485976707845874,0.3800000000000001
0.010243726643525195,0.012159777430322642,0.05039219211837067,0.06639524040414148,2.8170761830138945e-07,0.04961578451440493,0.05405683332610941,0.0170125560934433,0.012332261944474718,0.09076243536631992,0.3820000000000001
0.008617099181716667,0.010588296379183855,0.04599744794798473,0.06705439945586276,1.9134643455448893e-07,0.04908587013915426,0.051603634391311985,0.017212289158033262,0.010472395087782669,0.08670001344184387,0.3840000000000001
0.007208924955206824,0.009168696366838144,0.04179919990318369,0.06751358610593576,1.291557014655579e-07,0.04855618497511903,0.04909360000243502,0.017303649236015402,0.008844779121558326,0.08264400585910789,0.3860000000000001
0.005997527945177702,0.00789497398295319,0.037808132813176916,0.06773107812321914,8.663160292265305e-08,0.04802208226465986,0.046536592313677114,0.017284785057260277,0.007429361263107,0.07857512050626737,0.3880000000000001
0.0049619599832248585,0.006759852956194596,0.03403400020707537,0.06767360801742532,5.774400368368032e-08,0.047479691550453305,0.043944513681719026,0.017155978923184434,0.006206199691669364,0.07448293735126955,0.3900000000000001
0.004082262826932251,0.005755064436044325,0.03048500687015837,0.06731672281957674,3.824753942874949e-08,0.0469259238622326,0.04133095115814758,0.016919630537283733,0.005155805025334495,0.07036529152090024,0.3920000000000001
0.0033396697891705943,0.004871621433393249,0.02716733556191837,0.06664491367032054,2.517471361869144e-08,0.046358492832724384,0.038710780516484314,0.016580175269724235,0.004259422986398236,0.06622741519454357,0.39400000000000013
0.002716749684485669,0.004100079118256255,0.024084820014726997,0.06565151492632151,1.6466012307556863e-08,0.045775949032717034,0.03609974229947774,0.016143940104832506,0.003499258533178356,0.062080889834762405,0.39600000000000013
0.0021974975653328193,0.003430774303535069,0.021238759593486298,0.06433838011983894,1.070221531652498e-08,0.04517772277861432,0.03351400384590987,0.015618943306380157,0.0028586437213052912,0.057942464554577224,0.39800000000000013
0.0017673779534211028,0.0028540391398388567,0.018627865285803565,0.0627153495780236,6.912240436617253e-09,0.04456416888227704,0.030969721987433422,0.015014646269118033,0.0023221531466487283,0.053832797865207845,0.40000000000000013
0.0014133270507915255,0.0023603857196006343,0.016248322180108975,0.0607995314681642,4.436316266655702e-09,0.04393660547143515,0.028482621069359438,0.014341667975399767,0.0018756720075606362,0.04977517874890636,0.40200000000000014
0.001123720784814262,0.0019406598633501379,0.014093950360920947,0.05861442414075453,2.829328242020074e-09,0.043297338275086805,0.02606760016495159,0.013611473845228208,0.0015064226189521674,0.04579427919962493,0.40400000000000014
0.0008883155579182913,0.0015861637766537632,0.01215644421029047,0.05618891259118612,1.7930815927121176e-09,0.042649661765692154,0.023738381884730816,0.01283605149780194,0.0012029556445548924,0.04191498443712069,0.40600000000000014
0.000698168301182427,0.0012887484793577112,0.010425669384402616,0.053556175410734486,1.12920140693086e-09,0.04199782934479639,0.021507213133841834,0.012027586015468904,0.0009551124286846381,0.038161339392383045,0.40800000000000014
0.0005455419381607469,0.001040877892815054,0.00888999710741875,0.05075254058297623,7.066367392401434e-10,0.04134698634916698,0.019384625676622937,0.011198146741109064,0.0007539646552421256,0.03455564131072313,0.41000000000000014
0.00042380171706065355,0.0008356672152479767,0.007536656719967381,0.04781632882545532,4.394134109482356e-10,0.04070306196647638,0.017379261584979967,0.01035939650953595,0.0005917371939977748,0.03111769897501861,0.41200000000000014
0.0003273071262046052,0.0006668987240449821,0.006352089438231646,0.04478672189341584,2.7151984750168394e-10,0.04007261903893095,0.015497765743538013,0.009522332606634511,0.0004617194674240445,0.027864269655301928,0.41400000000000015
0.00025130332278222676,0.0005290184321625868,0.005322288810267146,0.041702690458183575,1.6671702874474905e-10,0.039462663995193645,0.013744744726467285,0.00869706678459684,0.0003581700380322887,0.02480867593728378,0.4159999999999999
0.00019181522262206227,0.0004171171184060507,0.0044331161901620805,0.03860201203455921,1.0172024900050443e-10,0.03888042253506916,0.01212278870296454,0.007892649470213146,0.0002762184241742683,0.021960596494788025,0.4179999999999999
0.00014554665404333274,0.0003268991787567124,0.0036705824936478413,0.035520404214404805,6.16712770503959e-11,0.03833308992168974,0.010632550703508856,0.007116941022793216,0.00021176744305117254,0.019326017980862028,0.41999999999999993
0.00010978629740191399,0.0002546425418606048,0.003021090380647119,0.03249079247186319,3.7154000194957505e-11,0.03782756753370625,0.009272875690765804,0.006376530661113788,0.00016139868738813726,0.01690732974729839,0.42199999999999993
8.232153060819417e-05,0.00019715259074343485,0.0024716336915873915,0.029542725372252623,2.224202869370598e-11,0.037370199437895095,0.008040970496766279,0.005676701603689331,0.00012228309336511384,0.014703539183165018,0.42399999999999993
6.136078882074505e-05,0.00015171266777454432,0.0020099533398912585,0.02670194348086216,1.3230872869415712e-11,0.03696652394735448,0.006932604844782482,0.005021439152383274,9.209797091029001e-05,0.012710583107396561,0.42599999999999993
4.5464626366015475e-05,0.00011603334079668192,0.0016246508626997576,0.023990101954125518,7.820724932233721e-12,0.03662105528249648,0.00594233336775667,0.004413476969796171,6.895135535967123e-05,0.010921709784184636,0.42799999999999994
3.348533819567573e-05,8.820220089187549e-05,0.0013052624186931322,0.02142464099459014,4.593556936858667e-12,0.03633710948009919,0.00506372873061372,0.003854375702462824,5.131410763083044e-05,0.009327906602109099,0.42999999999999994
